brand;packagetype;prijstype;Date;amount
DS;DIGI;BASE;2013-12-31;8
DS;DIGI;BASE;2014-01-31;59
DS;DIGI;BASE;2014-02-28;24
DS;DIGI;BASE;2014-03-31;15
DS;DIGI;BASE;2014-04-30;15
DS;DIGI;BASE;2014-05-31;49
DS;DIGI;BASE;2014-06-30;35
DS;DIGI;BASE;2014-07-31;39
DS;DIGI;BASE;2014-08-31;45
DS;DIGI;BASE;2014-09-30;31
DS;DIGI;BASE;2014-10-31;41
DS;DIGI;BASE;2014-11-30;33
DS;DIGI;BASE;2014-12-31;31
DS;DIGI;BASE;2015-01-31;50
DS;DIGI;BASE;2015-02-28;24
DS;DIGI;BASE;2015-03-31;41
DS;DIGI;BASE;2015-04-30;36
DS;DIGI;BASE;2015-05-31;22
DS;DIGI;BASE;2015-06-30;22
DS;DIGI;BASE;2015-07-31;33
DS;DIGI;BASE;2015-08-31;24
DS;DIGI;BASE;2015-09-30;47
DS;DIGI;BASE;2015-10-31;28
DS;DIGI;BASE;2015-11-30;29
DS;DIGI;BASE;2015-12-31;27
DS;DIGI;BASE;2016-01-31;71
DS;DIGI;BASE;2016-02-29;23
DS;DIGI;BASE;2016-03-31;34
DS;DIGI;BASE;2016-04-30;17
DS;DIGI;BASE;2016-05-31;33
DS;DIGI;BASE;2016-06-30;37
DS;DIGI;BASE;2016-07-31;44
DS;DIGI;BASE;2016-08-31;34
DS;DIGI;BASE;2016-09-30;48
DS;DIGI;BASE;2016-10-31;43
DS;DIGI;BASE;2016-11-30;41
DS;DIGI;BASE;2016-12-31;12
DS;DIGI;BASE;2017-03-31;31
DS;DIGI;BASE;2017-04-30;23
DS;DIGI;BASE;2017-05-31;23
DS;DIGI;BASE;2017-06-30;24
DS;DIGI;BASE;2017-07-31;19
DS;DIGI;BASE;2017-08-31;36
DS;DIGI;BASE;2017-09-30;32
DS;DIGI;BASE;2017-10-31;20
DS;DIGI;BASE;2017-11-30;28
DS;DIGI;BASE;2017-12-31;18
DS;DIGI;BASE;2018-01-31;39
DS;DIGI;BASE;2018-02-28;26
DS;DIGI;BASE;2018-03-31;26
DS;DIGI;BASE;2018-04-30;13
DS;DIGI;BASE;2018-05-31;22
DS;DIGI;BASE;2018-06-30;49
DS;DIGI;BASE;2018-07-31;38
DS;DIGI;BASE;2018-08-31;31
DS;DIGI;BASE;2018-09-30;41
DS;DIGI;BASE;2018-10-31;51
DS;DIGI;BASE;2018-11-30;41
DS;DIGI;BASE;2018-12-31;26
DS;DIGI;BASE;2019-01-31;43
DS;DIGI;BASE;2019-02-28;20
DS;DIGI;BASE;2019-03-31;42
DS;DIGI;BASE;2019-04-30;23
DS;DIGI;BASE;2019-05-31;15
DS;DIGI;BASE;2019-06-30;19
DS;DIGI;BASE;2019-07-31;20
DS;DIGI;BASE;2019-08-31;19
DS;DIGI;BASE;2019-09-30;17
DS;DIGI;BASE;2019-10-31;28
DS;DIGI;BASE;2019-11-30;20
DS;DIGI;BASE;2019-12-31;34
DS;DIGI;BASE;2020-01-31;50
DS;DIGI;BASE;2020-02-29;50
DS;DIGI;BASE;2020-03-31;64
DS;DIGI;BASE;2020-04-30;80
DS;DIGI;BASE;2020-05-31;66
DS;DIGI;BASE;2020-06-30;55
DS;DIGI;BASE;2020-07-31;59
DS;DIGI;BASE;2020-08-31;59
DS;DIGI;BASE;2020-09-30;61
DS;DIGI;BASE;2020-10-31;58
DS;DIGI;BASE;2020-11-30;55
DS;DIGI;BASE;2020-12-31;41
DS;DIGI;BASE;2021-01-31;37
DS;DIGI;BASE;2021-02-28;59
DS;DIGI;BASE;2021-03-31;83
DS;DIGI;BASE;2021-04-30;39
DS;DIGI;BASE;2021-05-31;41
DS;DIGI;BASE;2021-06-30;46
DS;DIGI;PROMO;2013-05-31;16
DS;DIGI;PROMO;2013-06-30;26
DS;DIGI;PROMO;2013-10-31;14
DS;DIGI;PROMO;2013-11-30;259
DS;DIGI;PROMO;2013-12-31;267
DS;DIGI;PROMO;2014-01-31;311
DS;DIGI;PROMO;2014-02-28;248
DS;DIGI;PROMO;2014-03-31;188
DS;DIGI;PROMO;2014-04-30;257
DS;DIGI;PROMO;2014-05-31;505
DS;DIGI;PROMO;2014-06-30;298
DS;DIGI;PROMO;2014-07-31;144
DS;DIGI;PROMO;2014-08-31;209
DS;DIGI;PROMO;2014-09-30;198
DS;DIGI;PROMO;2014-10-31;279
DS;DIGI;PROMO;2014-11-30;210
DS;DIGI;PROMO;2014-12-31;276
DS;DIGI;PROMO;2015-01-31;269
DS;DIGI;PROMO;2015-02-28;90
DS;DIGI;PROMO;2015-03-31;151
DS;DIGI;PROMO;2015-04-30;93
DS;DIGI;PROMO;2015-05-31;91
DS;DIGI;PROMO;2015-06-30;42
DS;DIGI;PROMO;2015-07-31;59
DS;DIGI;PROMO;2015-08-31;55
DS;DIGI;PROMO;2015-09-30;71
DS;DIGI;PROMO;2015-10-31;31
DS;DIGI;PROMO;2015-11-30;27
DS;DIGI;PROMO;2015-12-31;23
DS;DIGI;PROMO;2016-01-31;30
DS;DIGI;PROMO;2016-02-29;12
DS;DIGI;PROMO;2016-03-31;13
DS;DIGI;PROMO;2016-04-30;26
DS;DIGI;PROMO;2016-05-31;63
DS;DIGI;PROMO;2016-06-30;32
DS;DIGI;PROMO;2016-07-31;40
DS;DIGI;PROMO;2016-08-31;40
DS;DIGI;PROMO;2016-09-30;70
DS;DIGI;PROMO;2016-10-31;13
DS;DIGI;PROMO;2016-11-30;74
DS;DIGI;PROMO;2016-12-31;70
DS;DIGI;PROMO;2017-01-31;31
DS;DIGI;PROMO;2017-02-28;15
DS;DIGI;PROMO;2017-03-31;77
DS;DIGI;PROMO;2017-04-30;56
DS;DIGI;PROMO;2017-05-31;41
DS;DIGI;PROMO;2017-06-30;36
DS;DIGI;PROMO;2017-07-31;46
DS;DIGI;PROMO;2017-08-31;62
DS;DIGI;PROMO;2017-09-30;30
DS;DIGI;PROMO;2017-10-31;34
DS;DIGI;PROMO;2017-11-30;65
DS;DIGI;PROMO;2017-12-31;56
DS;DIGI;PROMO;2018-01-31;37
DS;DIGI;PROMO;2018-02-28;44
DS;DIGI;PROMO;2018-03-31;93
DS;DIGI;PROMO;2018-04-30;71
DS;DIGI;PROMO;2018-05-31;29
DS;DIGI;PROMO;2018-06-30;68
DS;DIGI;PROMO;2018-07-31;53
DS;DIGI;PROMO;2018-08-31;72
DS;DIGI;PROMO;2018-09-30;52
DS;DIGI;PROMO;2018-10-31;58
DS;DIGI;PROMO;2018-11-30;68
DS;DIGI;PROMO;2018-12-31;41
DS;DIGI;PROMO;2019-01-31;59
DS;DIGI;PROMO;2019-02-28;53
DS;DIGI;PROMO;2019-03-31;66
DS;DIGI;PROMO;2019-04-30;36
DS;DIGI;PROMO;2019-05-31;66
DS;DIGI;PROMO;2019-06-30;60
DS;DIGI;PROMO;2019-07-31;46
DS;DIGI;PROMO;2019-08-31;53
DS;DIGI;PROMO;2019-09-30;68
DS;DIGI;PROMO;2019-10-31;76
DS;DIGI;PROMO;2019-11-30;64
DS;DIGI;PROMO;2019-12-31;58
DS;DIGI;PROMO;2020-01-31;70
DS;DIGI;PROMO;2020-02-29;76
DS;DIGI;PROMO;2020-03-31;170
DS;DIGI;PROMO;2020-04-30;269
DS;DIGI;PROMO;2020-05-31;152
DS;DIGI;PROMO;2020-06-30;149
DS;DIGI;PROMO;2020-07-31;46
DS;DIGI;PROMO;2020-08-31;39
DS;DIGI;PROMO;2020-09-30;59
DS;DIGI;PROMO;2020-10-31;118
DS;DIGI;PROMO;2020-11-30;145
DS;DIGI;PROMO;2020-12-31;98
DS;DIGI;PROMO;2021-01-31;129
DS;DIGI;PROMO;2021-02-28;108
DS;DIGI;PROMO;2021-03-31;144
DS;DIGI;PROMO;2021-04-30;105
DS;DIGI;PROMO;2021-05-31;101
DS;DIGI;PROMO;2021-06-30;49
DS;DIGI;STUDENTS;2013-11-30;26
DS;DIGI;STUDENTS;2013-12-31;78
DS;DIGI;STUDENTS;2014-09-30;26
DS;DIGI;STUDENTS;2014-10-31;71
DS;DIGI;STUDENTS;2014-11-30;18
DS;DIGI;STUDENTS;2014-12-31;8
DS;DIGI;STUDENTS;2015-01-31;14
DS;DIGI;STUDENTS;2015-02-28;8
DS;DIGI;STUDENTS;2015-03-31;11
DS;DIGI;STUDENTS;2015-05-31;11
DS;DIGI;STUDENTS;2015-07-31;6
DS;DIGI;STUDENTS;2016-10-31;20
DS;DIGI;STUDENTS;2016-11-30;6
DS;DIGI;STUDENTS;2016-12-31;13
DS;DIGI;STUDENTS;2017-02-28;8
DS;DIGI;STUDENTS;2017-03-31;10
DS;DIGI;STUDENTS;2017-04-30;6
DS;DIGI;STUDENTS;2017-08-31;8
DS;DIGI;STUDENTS;2017-10-31;24
DS;DIGI;STUDENTS;2017-11-30;6
DS;DIGI;STUDENTS;2017-12-31;12
DS;DIGI;STUDENTS;2018-02-28;12
DS;DIGI;STUDENTS;2018-03-31;16
DS;DIGI;STUDENTS;2018-04-30;9
DS;DIGI;STUDENTS;2018-06-30;6
DS;DIGI;STUDENTS;2018-08-31;10
DS;DIGI;STUDENTS;2018-09-30;15
DS;DIGI;STUDENTS;2018-10-31;24
DS;DIGI;STUDENTS;2018-11-30;15
DS;DIGI;STUDENTS;2018-12-31;13
DS;DIGI;STUDENTS;2019-01-31;15
DS;DIGI;STUDENTS;2019-02-28;11
DS;DIGI;STUDENTS;2019-03-31;9
DS;DIGI;STUDENTS;2019-04-30;11
DS;DIGI;STUDENTS;2019-05-31;8
DS;DIGI;STUDENTS;2019-06-30;8
DS;DIGI;STUDENTS;2020-09-30;17
DS;DIGI;STUDENTS;2020-10-31;24
DS;DIGI;STUDENTS;2020-11-30;17
DS;DIGI;STUDENTS;2020-12-31;8
DS;DIGI;STUDENTS;2021-02-28;18
DS;DIGI;STUDENTS;2021-03-31;15
DS;DIGI;STUDENTS;2021-05-31;6
DS;DIGI;STUDENTS;2021-06-30;6
DS;DIGI;STUNT;2014-07-31;164
DS;DIGI;STUNT;2014-08-31;185
DS;DIGI;STUNT;2014-09-30;145
DS;DIGI;STUNT;2014-10-31;121
DS;DIGI;STUNT;2014-11-30;72
DS;DIGI;STUNT;2014-12-31;53
DS;DIGI;STUNT;2015-01-31;84
DS;DIGI;STUNT;2015-02-28;95
DS;DIGI;STUNT;2015-03-31;88
DS;DIGI;STUNT;2015-04-30;82
DS;DIGI;STUNT;2015-05-31;68
DS;DIGI;STUNT;2015-06-30;73
DS;DIGI;STUNT;2015-07-31;136
DS;DIGI;STUNT;2015-08-31;109
DS;DIGI;STUNT;2015-09-30;182
DS;DIGI;STUNT;2015-10-31;211
DS;DIGI;STUNT;2015-11-30;188
DS;DIGI;STUNT;2015-12-31;125
DS;DIGI;STUNT;2016-01-31;285
DS;DIGI;STUNT;2016-02-29;137
DS;DIGI;STUNT;2016-03-31;202
DS;DIGI;STUNT;2016-04-30;169
DS;DIGI;STUNT;2016-05-31;257
DS;DIGI;STUNT;2016-06-30;278
DS;DIGI;STUNT;2016-07-31;240
DS;DIGI;STUNT;2016-08-31;114
DS;DIGI;STUNT;2016-09-30;108
DS;DIGI;STUNT;2016-10-31;263
DS;DIGI;STUNT;2016-11-30;105
DS;DIGI;STUNT;2016-12-31;50
DS;DIGI;STUNT;2017-01-31;8
DS;DIGI;STUNT;2017-02-28;22
DS;DIGI;STUNT;2017-03-31;61
DS;DIGI;STUNT;2017-04-30;67
DS;DIGI;STUNT;2017-05-31;49
DS;DIGI;STUNT;2017-06-30;47
DS;DIGI;STUNT;2017-07-31;86
DS;DIGI;STUNT;2017-08-31;211
DS;DIGI;STUNT;2017-09-30;136
DS;DIGI;STUNT;2017-10-31;158
DS;DIGI;STUNT;2017-11-30;181
DS;DIGI;STUNT;2017-12-31;150
DS;DIGI;STUNT;2018-01-31;179
DS;DIGI;STUNT;2018-02-28;124
DS;DIGI;STUNT;2018-03-31;133
DS;DIGI;STUNT;2018-04-30;78
DS;DIGI;STUNT;2018-05-31;110
DS;DIGI;STUNT;2018-06-30;171
DS;DIGI;STUNT;2018-07-31;100
DS;DIGI;STUNT;2018-08-31;159
DS;DIGI;STUNT;2018-09-30;123
DS;DIGI;STUNT;2018-10-31;168
DS;DIGI;STUNT;2018-11-30;130
DS;DIGI;STUNT;2018-12-31;153
DS;DIGI;STUNT;2019-01-31;126
DS;DIGI;STUNT;2019-02-28;64
DS;DIGI;STUNT;2019-03-31;49
DS;DIGI;STUNT;2019-04-30;41
DS;DIGI;STUNT;2019-05-31;193
DS;DIGI;STUNT;2019-06-30;303
DS;DIGI;STUNT;2019-07-31;193
DS;DIGI;STUNT;2019-08-31;251
DS;DIGI;STUNT;2019-09-30;226
DS;DIGI;STUNT;2019-10-31;263
DS;DIGI;STUNT;2019-11-30;265
DS;DIGI;STUNT;2019-12-31;250
DS;DIGI;STUNT;2020-01-31;289
DS;DIGI;STUNT;2020-02-29;257
DS;DIGI;STUNT;2020-03-31;1085
DS;DIGI;STUNT;2020-04-30;1168
DS;DIGI;STUNT;2020-05-31;431
DS;DIGI;STUNT;2020-06-30;241
DS;DIGI;STUNT;2020-07-31;278
DS;DIGI;STUNT;2020-08-31;222
DS;DIGI;STUNT;2020-09-30;220
DS;DIGI;STUNT;2020-10-31;191
DS;DIGI;STUNT;2020-11-30;192
DS;DIGI;STUNT;2020-12-31;163
DS;DIGI;STUNT;2021-01-31;184
DS;DIGI;STUNT;2021-02-28;147
DS;DIGI;STUNT;2021-03-31;194
DS;DIGI;STUNT;2021-04-30;135
DS;DIGI;STUNT;2021-05-31;127
DS;DIGI;STUNT;2021-06-30;86
DS;FULL;BASE;2013-08-31;7
DS;FULL;BASE;2013-10-31;7
DS;FULL;BASE;2013-11-30;291
DS;FULL;BASE;2013-12-31;301
DS;FULL;BASE;2014-01-31;73
DS;FULL;BASE;2014-02-28;40
DS;FULL;BASE;2014-03-31;28
DS;FULL;BASE;2014-04-30;25
DS;FULL;BASE;2014-05-31;39
DS;FULL;BASE;2014-06-30;24
DS;FULL;BASE;2014-07-31;28
DS;FULL;BASE;2014-08-31;36
DS;FULL;BASE;2014-09-30;49
DS;FULL;BASE;2014-10-31;57
DS;FULL;BASE;2014-11-30;43
DS;FULL;BASE;2014-12-31;29
DS;FULL;BASE;2015-01-31;61
DS;FULL;BASE;2015-02-28;22
DS;FULL;BASE;2015-03-31;41
DS;FULL;BASE;2015-04-30;22
DS;FULL;BASE;2015-05-31;26
DS;FULL;BASE;2015-06-30;27
DS;FULL;BASE;2015-07-31;23
DS;FULL;BASE;2015-08-31;25
DS;FULL;BASE;2015-09-30;46
DS;FULL;BASE;2015-10-31;38
DS;FULL;BASE;2015-11-30;20
DS;FULL;BASE;2015-12-31;15
DS;FULL;BASE;2016-01-31;62
DS;FULL;BASE;2016-02-29;21
DS;FULL;BASE;2016-03-31;33
DS;FULL;BASE;2016-04-30;21
DS;FULL;BASE;2016-05-31;31
DS;FULL;BASE;2016-06-30;36
DS;FULL;BASE;2016-07-31;16
DS;FULL;BASE;2016-08-31;22
DS;FULL;BASE;2016-09-30;40
DS;FULL;BASE;2016-10-31;35
DS;FULL;BASE;2016-11-30;30
DS;FULL;BASE;2016-12-31;21
DS;FULL;BASE;2017-01-31;27
DS;FULL;BASE;2017-02-28;20
DS;FULL;BASE;2017-03-31;16
DS;FULL;BASE;2017-04-30;13
DS;FULL;BASE;2017-05-31;18
DS;FULL;BASE;2017-06-30;18
DS;FULL;BASE;2017-07-31;12
DS;FULL;BASE;2017-08-31;15
DS;FULL;BASE;2017-09-30;27
DS;FULL;BASE;2017-10-31;12
DS;FULL;BASE;2017-11-30;24
DS;FULL;BASE;2017-12-31;20
DS;FULL;BASE;2018-01-31;19
DS;FULL;BASE;2018-02-28;6
DS;FULL;BASE;2018-03-31;23
DS;FULL;BASE;2018-04-30;48
DS;FULL;BASE;2018-05-31;74
DS;FULL;BASE;2018-06-30;76
DS;FULL;BASE;2018-07-31;72
DS;FULL;BASE;2018-08-31;85
DS;FULL;BASE;2018-09-30;114
DS;FULL;BASE;2018-10-31;93
DS;FULL;BASE;2018-11-30;85
DS;FULL;BASE;2018-12-31;75
DS;FULL;BASE;2019-01-31;88
DS;FULL;BASE;2019-02-28;50
DS;FULL;BASE;2019-03-31;45
DS;FULL;BASE;2019-04-30;41
DS;FULL;BASE;2019-05-31;25
DS;FULL;BASE;2019-06-30;33
DS;FULL;BASE;2019-07-31;34
DS;FULL;BASE;2019-08-31;34
DS;FULL;BASE;2019-09-30;31
DS;FULL;BASE;2019-10-31;40
DS;FULL;BASE;2019-11-30;27
DS;FULL;BASE;2019-12-31;35
DS;FULL;BASE;2020-01-31;78
DS;FULL;BASE;2020-02-29;60
DS;FULL;BASE;2020-03-31;100
DS;FULL;BASE;2020-04-30;96
DS;FULL;BASE;2020-05-31;85
DS;FULL;BASE;2020-06-30;81
DS;FULL;BASE;2020-07-31;62
DS;FULL;BASE;2020-08-31;71
DS;FULL;BASE;2020-09-30;84
DS;FULL;BASE;2020-10-31;81
DS;FULL;BASE;2020-11-30;70
DS;FULL;BASE;2020-12-31;68
DS;FULL;BASE;2021-01-31;88
DS;FULL;BASE;2021-02-28;92
DS;FULL;BASE;2021-03-31;90
DS;FULL;BASE;2021-04-30;81
DS;FULL;BASE;2021-05-31;58
DS;FULL;BASE;2021-06-30;65
DS;FULL;PROMO;2012-11-30;9
DS;FULL;PROMO;2012-12-31;19
DS;FULL;PROMO;2013-01-31;86
DS;FULL;PROMO;2013-02-28;149
DS;FULL;PROMO;2013-03-31;211
DS;FULL;PROMO;2013-04-30;107
DS;FULL;PROMO;2013-05-31;27
DS;FULL;PROMO;2013-06-30;14
DS;FULL;PROMO;2013-07-31;21
DS;FULL;PROMO;2013-08-31;11
DS;FULL;PROMO;2013-09-30;23
DS;FULL;PROMO;2013-10-31;187
DS;FULL;PROMO;2013-11-30;383
DS;FULL;PROMO;2013-12-31;519
DS;FULL;PROMO;2014-01-31;255
DS;FULL;PROMO;2014-02-28;292
DS;FULL;PROMO;2014-03-31;220
DS;FULL;PROMO;2014-04-30;243
DS;FULL;PROMO;2014-05-31;343
DS;FULL;PROMO;2014-06-30;325
DS;FULL;PROMO;2014-07-31;251
DS;FULL;PROMO;2014-08-31;323
DS;FULL;PROMO;2014-09-30;606
DS;FULL;PROMO;2014-10-31;574
DS;FULL;PROMO;2014-11-30;477
DS;FULL;PROMO;2014-12-31;545
DS;FULL;PROMO;2015-01-31;721
DS;FULL;PROMO;2015-02-28;511
DS;FULL;PROMO;2015-03-31;647
DS;FULL;PROMO;2015-04-30;427
DS;FULL;PROMO;2015-05-31;314
DS;FULL;PROMO;2015-06-30;252
DS;FULL;PROMO;2015-07-31;246
DS;FULL;PROMO;2015-08-31;273
DS;FULL;PROMO;2015-09-30;518
DS;FULL;PROMO;2015-10-31;697
DS;FULL;PROMO;2015-11-30;479
DS;FULL;PROMO;2015-12-31;386
DS;FULL;PROMO;2016-01-31;571
DS;FULL;PROMO;2016-02-29;428
DS;FULL;PROMO;2016-03-31;287
DS;FULL;PROMO;2016-04-30;253
DS;FULL;PROMO;2016-05-31;291
DS;FULL;PROMO;2016-06-30;333
DS;FULL;PROMO;2016-07-31;229
DS;FULL;PROMO;2016-08-31;280
DS;FULL;PROMO;2016-09-30;403
DS;FULL;PROMO;2016-10-31;308
DS;FULL;PROMO;2016-11-30;354
DS;FULL;PROMO;2016-12-31;391
DS;FULL;PROMO;2017-01-31;438
DS;FULL;PROMO;2017-02-28;395
DS;FULL;PROMO;2017-03-31;334
DS;FULL;PROMO;2017-04-30;310
DS;FULL;PROMO;2017-05-31;246
DS;FULL;PROMO;2017-06-30;173
DS;FULL;PROMO;2017-07-31;131
DS;FULL;PROMO;2017-08-31;296
DS;FULL;PROMO;2017-09-30;503
DS;FULL;PROMO;2017-10-31;354
DS;FULL;PROMO;2017-11-30;350
DS;FULL;PROMO;2017-12-31;274
DS;FULL;PROMO;2018-01-31;448
DS;FULL;PROMO;2018-02-28;374
DS;FULL;PROMO;2018-03-31;307
DS;FULL;PROMO;2018-04-30;259
DS;FULL;PROMO;2018-05-31;174
DS;FULL;PROMO;2018-06-30;220
DS;FULL;PROMO;2018-07-31;188
DS;FULL;PROMO;2018-08-31;221
DS;FULL;PROMO;2018-09-30;386
DS;FULL;PROMO;2018-10-31;434
DS;FULL;PROMO;2018-11-30;355
DS;FULL;PROMO;2018-12-31;359
DS;FULL;PROMO;2019-01-31;472
DS;FULL;PROMO;2019-02-28;341
DS;FULL;PROMO;2019-03-31;270
DS;FULL;PROMO;2019-04-30;231
DS;FULL;PROMO;2019-05-31;300
DS;FULL;PROMO;2019-06-30;191
DS;FULL;PROMO;2019-07-31;157
DS;FULL;PROMO;2019-08-31;165
DS;FULL;PROMO;2019-09-30;305
DS;FULL;PROMO;2019-10-31;362
DS;FULL;PROMO;2019-11-30;280
DS;FULL;PROMO;2019-12-31;176
DS;FULL;PROMO;2020-01-31;272
DS;FULL;PROMO;2020-02-29;248
DS;FULL;PROMO;2020-03-31;333
DS;FULL;PROMO;2020-04-30;571
DS;FULL;PROMO;2020-05-31;295
DS;FULL;PROMO;2020-06-30;231
DS;FULL;PROMO;2020-07-31;142
DS;FULL;PROMO;2020-08-31;71
DS;FULL;PROMO;2020-09-30;95
DS;FULL;PROMO;2020-10-31;234
DS;FULL;PROMO;2020-11-30;213
DS;FULL;PROMO;2020-12-31;210
DS;FULL;PROMO;2021-01-31;286
DS;FULL;PROMO;2021-02-28;176
DS;FULL;PROMO;2021-03-31;177
DS;FULL;PROMO;2021-04-30;103
DS;FULL;PROMO;2021-05-31;138
DS;FULL;PROMO;2021-06-30;96
DS;FULL;STUDENTS;2013-09-30;144
DS;FULL;STUDENTS;2013-10-31;370
DS;FULL;STUDENTS;2013-11-30;370
DS;FULL;STUDENTS;2013-12-31;316
DS;FULL;STUDENTS;2014-01-31;97
DS;FULL;STUDENTS;2014-02-28;97
DS;FULL;STUDENTS;2014-03-31;82
DS;FULL;STUDENTS;2014-04-30;49
DS;FULL;STUDENTS;2014-05-31;47
DS;FULL;STUDENTS;2014-06-30;35
DS;FULL;STUDENTS;2014-07-31;39
DS;FULL;STUDENTS;2014-08-31;51
DS;FULL;STUDENTS;2014-09-30;183
DS;FULL;STUDENTS;2014-10-31;731
DS;FULL;STUDENTS;2014-11-30;244
DS;FULL;STUDENTS;2014-12-31;147
DS;FULL;STUDENTS;2015-01-31;152
DS;FULL;STUDENTS;2015-02-28;108
DS;FULL;STUDENTS;2015-03-31;135
DS;FULL;STUDENTS;2015-04-30;68
DS;FULL;STUDENTS;2015-05-31;56
DS;FULL;STUDENTS;2015-06-30;59
DS;FULL;STUDENTS;2015-07-31;35
DS;FULL;STUDENTS;2015-08-31;45
DS;FULL;STUDENTS;2015-09-30;179
DS;FULL;STUDENTS;2015-10-31;412
DS;FULL;STUDENTS;2015-11-30;197
DS;FULL;STUDENTS;2015-12-31;96
DS;FULL;STUDENTS;2016-01-31;135
DS;FULL;STUDENTS;2016-02-29;85
DS;FULL;STUDENTS;2016-03-31;96
DS;FULL;STUDENTS;2016-04-30;72
DS;FULL;STUDENTS;2016-05-31;54
DS;FULL;STUDENTS;2016-06-30;52
DS;FULL;STUDENTS;2016-07-31;31
DS;FULL;STUDENTS;2016-08-31;53
DS;FULL;STUDENTS;2016-09-30;95
DS;FULL;STUDENTS;2016-10-31;224
DS;FULL;STUDENTS;2016-11-30;163
DS;FULL;STUDENTS;2016-12-31;92
DS;FULL;STUDENTS;2017-01-31;93
DS;FULL;STUDENTS;2017-02-28;66
DS;FULL;STUDENTS;2017-03-31;59
DS;FULL;STUDENTS;2017-04-30;48
DS;FULL;STUDENTS;2017-05-31;47
DS;FULL;STUDENTS;2017-06-30;31
DS;FULL;STUDENTS;2017-07-31;20
DS;FULL;STUDENTS;2017-08-31;39
DS;FULL;STUDENTS;2017-09-30;84
