brand;packagetype;prijstype;Date;amount
DS;FULL;STUDENTS;2017-10-31;184
DS;FULL;STUDENTS;2017-11-30;127
DS;FULL;STUDENTS;2017-12-31;86
DS;FULL;STUDENTS;2018-01-31;71
DS;FULL;STUDENTS;2018-02-28;53
DS;FULL;STUDENTS;2018-03-31;62
DS;FULL;STUDENTS;2018-04-30;46
DS;FULL;STUDENTS;2018-05-31;45
DS;FULL;STUDENTS;2018-06-30;40
DS;FULL;STUDENTS;2018-07-31;27
DS;FULL;STUDENTS;2018-08-31;35
DS;FULL;STUDENTS;2018-09-30;81
DS;FULL;STUDENTS;2018-10-31;167
DS;FULL;STUDENTS;2018-11-30;117
DS;FULL;STUDENTS;2018-12-31;69
DS;FULL;STUDENTS;2019-01-31;66
DS;FULL;STUDENTS;2019-02-28;67
DS;FULL;STUDENTS;2019-03-31;52
DS;FULL;STUDENTS;2019-04-30;37
DS;FULL;STUDENTS;2019-05-31;47
DS;FULL;STUDENTS;2019-06-30;35
DS;FULL;STUDENTS;2019-07-31;21
DS;FULL;STUDENTS;2019-08-31;35
DS;FULL;STUDENTS;2019-09-30;87
DS;FULL;STUDENTS;2019-10-31;100
DS;FULL;STUDENTS;2019-11-30;61
DS;FULL;STUDENTS;2019-12-31;53
DS;FULL;STUDENTS;2020-01-31;54
DS;FULL;STUDENTS;2020-02-29;56
DS;FULL;STUDENTS;2020-03-31;61
DS;FULL;STUDENTS;2020-04-30;73
DS;FULL;STUDENTS;2020-05-31;51
DS;FULL;STUDENTS;2020-06-30;29
DS;FULL;STUDENTS;2020-07-31;33
DS;FULL;STUDENTS;2020-08-31;36
DS;FULL;STUDENTS;2020-09-30;46
DS;FULL;STUDENTS;2020-10-31;82
DS;FULL;STUDENTS;2020-11-30;64
DS;FULL;STUDENTS;2020-12-31;49
DS;FULL;STUDENTS;2021-01-31;39
DS;FULL;STUDENTS;2021-02-28;52
DS;FULL;STUDENTS;2021-03-31;33
DS;FULL;STUDENTS;2021-04-30;26
DS;FULL;STUDENTS;2021-05-31;19
DS;FULL;STUDENTS;2021-06-30;19
DS;FULL;STUNT;2015-06-30;26
DS;FULL;STUNT;2015-07-31;53
DS;FULL;STUNT;2015-08-31;37
DS;FULL;STUNT;2015-09-30;75
DS;FULL;STUNT;2015-10-31;53
DS;FULL;STUNT;2015-11-30;63
DS;FULL;STUNT;2015-12-31;30
DS;FULL;STUNT;2016-01-31;80
DS;FULL;STUNT;2016-02-29;43
DS;FULL;STUNT;2016-03-31;49
DS;FULL;STUNT;2016-04-30;33
DS;FULL;STUNT;2016-05-31;40
DS;FULL;STUNT;2016-06-30;33
DS;FULL;STUNT;2016-07-31;16
DS;FULL;STUNT;2016-08-31;30
DS;FULL;STUNT;2016-09-30;63
DS;FULL;STUNT;2016-10-31;401
DS;FULL;STUNT;2016-11-30;165
DS;FULL;STUNT;2016-12-31;57
DS;FULL;STUNT;2017-01-31;36
DS;FULL;STUNT;2017-02-28;34
DS;FULL;STUNT;2017-03-31;28
DS;FULL;STUNT;2017-04-30;43
DS;FULL;STUNT;2017-05-31;39
DS;FULL;STUNT;2017-06-30;27
DS;FULL;STUNT;2017-07-31;39
DS;FULL;STUNT;2017-08-31;38
DS;FULL;STUNT;2017-09-30;31
DS;FULL;STUNT;2017-10-31;47
DS;FULL;STUNT;2017-11-30;34
DS;FULL;STUNT;2017-12-31;24
DS;FULL;STUNT;2018-01-31;27
DS;FULL;STUNT;2018-02-28;11
DS;FULL;STUNT;2018-03-31;8
DS;FULL;STUNT;2018-04-30;10
DS;FULL;STUNT;2018-05-31;16
DS;FULL;STUNT;2018-06-30;11
DS;FULL;STUNT;2018-07-31;14
DS;FULL;STUNT;2018-08-31;21
DS;FULL;STUNT;2018-09-30;28
DS;FULL;STUNT;2018-10-31;21
DS;FULL;STUNT;2018-11-30;28
DS;FULL;STUNT;2018-12-31;23
DS;FULL;STUNT;2019-01-31;25
DS;FULL;STUNT;2019-02-28;20
DS;FULL;STUNT;2019-03-31;28
DS;FULL;STUNT;2019-04-30;12
DS;FULL;STUNT;2019-05-31;26
DS;FULL;STUNT;2019-06-30;13
DS;FULL;STUNT;2019-07-31;47
DS;FULL;STUNT;2019-08-31;27
DS;FULL;STUNT;2019-09-30;16
DS;FULL;STUNT;2019-10-31;18
DS;FULL;STUNT;2019-11-30;21
DS;FULL;STUNT;2019-12-31;16
DS;FULL;STUNT;2020-01-31;25
DS;FULL;STUNT;2020-02-29;20
DS;FULL;STUNT;2020-03-31;69
DS;FULL;STUNT;2020-04-30;72
DS;FULL;STUNT;2020-05-31;26
DS;FULL;STUNT;2020-06-30;23
DS;FULL;STUNT;2020-07-31;56
DS;FULL;STUNT;2020-08-31;83
DS;FULL;STUNT;2020-09-30;57
DS;FULL;STUNT;2020-10-31;14
DS;FULL;STUNT;2020-11-30;27
DS;FULL;STUNT;2021-01-31;9
DS;FULL;STUNT;2021-02-28;9
DS;FULL;STUNT;2021-03-31;11
DS;FULL;STUNT;2021-04-30;11
DS;FULL;STUNT;2021-05-31;8
DS;FULL;STUNT;2021-06-30;10
DS;PLUS;BASE;2019-02-28;15
DS;PLUS;BASE;2019-03-31;19
DS;PLUS;BASE;2019-04-30;11
DS;PLUS;BASE;2019-05-31;19
DS;PLUS;BASE;2019-06-30;38
DS;PLUS;BASE;2019-07-31;11
DS;PLUS;BASE;2019-08-31;16
DS;PLUS;BASE;2019-09-30;14
DS;PLUS;BASE;2019-10-31;14
DS;PLUS;BASE;2019-11-30;16
DS;PLUS;BASE;2019-12-31;20
DS;PLUS;BASE;2020-01-31;23
DS;PLUS;BASE;2020-02-29;33
DS;PLUS;BASE;2020-03-31;38
DS;PLUS;BASE;2020-04-30;33
DS;PLUS;BASE;2020-05-31;31
DS;PLUS;BASE;2020-06-30;21
DS;PLUS;BASE;2020-07-31;16
DS;PLUS;BASE;2020-08-31;23
DS;PLUS;BASE;2020-09-30;24
DS;PLUS;BASE;2020-10-31;41
DS;PLUS;BASE;2020-11-30;30
DS;PLUS;BASE;2020-12-31;22
DS;PLUS;BASE;2021-01-31;25
DS;PLUS;BASE;2021-02-28;33
DS;PLUS;BASE;2021-03-31;29
DS;PLUS;BASE;2021-04-30;24
DS;PLUS;BASE;2021-05-31;18
DS;PLUS;BASE;2021-06-30;10
DS;PLUS;PROMO;2019-02-28;54
DS;PLUS;PROMO;2019-03-31;54
DS;PLUS;PROMO;2019-04-30;46
DS;PLUS;PROMO;2019-05-31;78
DS;PLUS;PROMO;2019-06-30;79
DS;PLUS;PROMO;2019-07-31;56
DS;PLUS;PROMO;2019-08-31;70
DS;PLUS;PROMO;2019-09-30;61
DS;PLUS;PROMO;2019-10-31;73
DS;PLUS;PROMO;2019-11-30;104
DS;PLUS;PROMO;2019-12-31;58
DS;PLUS;PROMO;2020-01-31;79
DS;PLUS;PROMO;2020-02-29;79
DS;PLUS;PROMO;2020-03-31;185
DS;PLUS;PROMO;2020-04-30;177
DS;PLUS;PROMO;2020-05-31;81
DS;PLUS;PROMO;2020-06-30;96
DS;PLUS;PROMO;2020-07-31;95
DS;PLUS;PROMO;2020-08-31;133
DS;PLUS;PROMO;2020-09-30;134
DS;PLUS;PROMO;2020-10-31;116
DS;PLUS;PROMO;2020-11-30;75
DS;PLUS;PROMO;2020-12-31;37
DS;PLUS;PROMO;2021-01-31;41
DS;PLUS;PROMO;2021-02-28;68
DS;PLUS;PROMO;2021-03-31;95
DS;PLUS;PROMO;2021-04-30;81
DS;PLUS;PROMO;2021-05-31;64
DS;PLUS;PROMO;2021-06-30;54
DS;PLUS;STUNT;2019-01-31;23
DS;PLUS;STUNT;2019-02-28;169
DS;PLUS;STUNT;2019-03-31;124
DS;PLUS;STUNT;2019-04-30;83
DS;PLUS;STUNT;2019-05-31;51
DS;PLUS;STUNT;2019-06-30;7
DS;PLUS;STUNT;2019-07-31;6
DS;PLUS;STUNT;2019-08-31;11
DS;PLUS;STUNT;2019-10-31;6
DS;WEDI;BASE;2014-01-31;31
DS;WEDI;BASE;2014-02-28;11
DS;WEDI;BASE;2014-03-31;11
DS;WEDI;BASE;2014-04-30;8
DS;WEDI;BASE;2014-05-31;19
DS;WEDI;BASE;2014-06-30;9
DS;WEDI;BASE;2014-07-31;12
DS;WEDI;BASE;2014-08-31;26
DS;WEDI;BASE;2014-09-30;15
DS;WEDI;BASE;2014-10-31;29
DS;WEDI;BASE;2014-11-30;22
DS;WEDI;BASE;2014-12-31;25
DS;WEDI;BASE;2015-01-31;51
DS;WEDI;BASE;2015-02-28;21
DS;WEDI;BASE;2015-03-31;20
DS;WEDI;BASE;2015-04-30;12
DS;WEDI;BASE;2015-05-31;8
DS;WEDI;PROMO;2013-03-31;6
DS;WEDI;PROMO;2013-10-31;71
DS;WEDI;PROMO;2013-11-30;383
DS;WEDI;PROMO;2013-12-31;441
DS;WEDI;PROMO;2014-01-31;87
DS;WEDI;PROMO;2014-02-28;148
DS;WEDI;PROMO;2014-03-31;86
DS;WEDI;PROMO;2014-04-30;126
DS;WEDI;PROMO;2014-05-31;295
DS;WEDI;PROMO;2014-06-30;239
DS;WEDI;PROMO;2014-07-31;116
DS;WEDI;PROMO;2014-08-31;380
DS;WEDI;PROMO;2014-09-30;290
DS;WEDI;PROMO;2014-10-31;286
DS;WEDI;PROMO;2014-11-30;278
DS;WEDI;PROMO;2014-12-31;357
DS;WEDI;PROMO;2015-01-31;433
DS;WEDI;PROMO;2015-02-28;211
DS;WEDI;PROMO;2015-03-31;311
DS;WEDI;PROMO;2015-04-30;193
DS;WEDI;PROMO;2015-05-31;166
DS;WEDI;PROMO;2015-06-30;51
DS;WEDI;PROMO;2015-07-31;31
DS;WEDI;PROMO;2015-08-31;23
DS;WEDI;PROMO;2015-09-30;58
DS;WEDI;PROMO;2015-10-31;105
DS;WEDI;PROMO;2015-11-30;54
DS;WEDI;PROMO;2015-12-31;49
DS;WEDI;PROMO;2016-01-31;22
DS;WEDI;PROMO;2016-02-29;14
DS;WEDI;PROMO;2016-03-31;12
DS;WEDI;PROMO;2016-04-30;7
DS;WEDI;PROMO;2016-05-31;7
DS;WEDI;PROMO;2016-06-30;13
DS;WEDI;PROMO;2016-08-31;6
DS;WEDI;PROMO;2016-09-30;13
DS;WEDI;PROMO;2016-10-31;15
DS;WEDI;PROMO;2016-11-30;7
DS;WEDI;PROMO;2016-12-31;10
DS;WEDI;PROMO;2017-05-31;6
DS;WEDI;PROMO;2017-08-31;7
DS;WEDI;PROMO;2017-09-30;12
DS;WEDI;PROMO;2019-04-30;7
DS;WEDI;PROMO;2019-05-31;7
DS;WEEKEND;BASE;2013-11-30;29
DS;WEEKEND;BASE;2013-12-31;42
DS;WEEKEND;BASE;2014-01-31;97
DS;WEEKEND;BASE;2014-02-28;44
DS;WEEKEND;BASE;2014-03-31;34
DS;WEEKEND;BASE;2014-04-30;34
DS;WEEKEND;BASE;2014-05-31;44
DS;WEEKEND;BASE;2014-06-30;31
DS;WEEKEND;BASE;2014-07-31;24
DS;WEEKEND;BASE;2014-08-31;38
DS;WEEKEND;BASE;2014-09-30;39
DS;WEEKEND;BASE;2014-10-31;53
DS;WEEKEND;BASE;2014-11-30;30
DS;WEEKEND;BASE;2014-12-31;42
DS;WEEKEND;BASE;2015-01-31;94
DS;WEEKEND;BASE;2015-02-28;28
DS;WEEKEND;BASE;2015-03-31;35
DS;WEEKEND;BASE;2015-04-30;23
DS;WEEKEND;BASE;2015-05-31;29
DS;WEEKEND;BASE;2015-06-30;13
DS;WEEKEND;BASE;2015-07-31;11
DS;WEEKEND;BASE;2015-08-31;8
DS;WEEKEND;BASE;2015-09-30;10
DS;WEEKEND;BASE;2015-10-31;18
DS;WEEKEND;BASE;2015-11-30;10
DS;WEEKEND;BASE;2016-01-31;23
DS;WEEKEND;BASE;2016-02-29;11
DS;WEEKEND;BASE;2016-03-31;10
DS;WEEKEND;BASE;2016-04-30;6
DS;WEEKEND;BASE;2016-05-31;14
DS;WEEKEND;BASE;2016-09-30;12
DS;WEEKEND;BASE;2016-10-31;8
DS;WEEKEND;BASE;2016-12-31;14
DS;WEEKEND;BASE;2017-01-31;9
DS;WEEKEND;BASE;2017-02-28;6
DS;WEEKEND;BASE;2017-03-31;7
DS;WEEKEND;BASE;2017-05-31;6
DS;WEEKEND;BASE;2017-09-30;7
DS;WEEKEND;BASE;2017-11-30;6
DS;WEEKEND;BASE;2017-12-31;7
DS;WEEKEND;BASE;2018-02-28;6
DS;WEEKEND;BASE;2018-09-30;15
DS;WEEKEND;BASE;2018-10-31;7
DS;WEEKEND;BASE;2018-11-30;14
DS;WEEKEND;BASE;2018-12-31;12
DS;WEEKEND;BASE;2019-01-31;7
DS;WEEKEND;BASE;2020-02-29;8
DS;WEEKEND;BASE;2020-03-31;8
DS;WEEKEND;BASE;2020-04-30;6
DS;WEEKEND;BASE;2020-05-31;7
DS;WEEKEND;BASE;2020-06-30;8
DS;WEEKEND;BASE;2020-07-31;6
DS;WEEKEND;BASE;2020-08-31;8
DS;WEEKEND;BASE;2020-10-31;8
DS;WEEKEND;BASE;2021-01-31;13
DS;WEEKEND;BASE;2021-03-31;7
DS;WEEKEND;PROMO;2013-01-31;17
DS;WEEKEND;PROMO;2013-03-31;58
DS;WEEKEND;PROMO;2013-04-30;17
DS;WEEKEND;PROMO;2014-01-31;50
DS;WEEKEND;PROMO;2014-02-28;367
DS;WEEKEND;PROMO;2014-03-31;26
DS;WEEKEND;PROMO;2014-04-30;18
DS;WEEKEND;PROMO;2014-05-31;33
DS;WEEKEND;PROMO;2014-06-30;14
DS;WEEKEND;PROMO;2014-07-31;22
DS;WEEKEND;PROMO;2014-08-31;25
DS;WEEKEND;PROMO;2014-09-30;62
DS;WEEKEND;PROMO;2014-10-31;59
DS;WEEKEND;PROMO;2014-11-30;97
DS;WEEKEND;PROMO;2014-12-31;41
DS;WEEKEND;PROMO;2015-01-31;72
DS;WEEKEND;PROMO;2015-02-28;23
DS;WEEKEND;PROMO;2015-03-31;22
DS;WEEKEND;PROMO;2015-04-30;13
DS;WEEKEND;PROMO;2015-05-31;22
DS;WEEKEND;PROMO;2015-06-30;27
DS;WEEKEND;PROMO;2015-07-31;36
DS;WEEKEND;PROMO;2015-08-31;38
DS;WEEKEND;PROMO;2015-09-30;82
DS;WEEKEND;PROMO;2015-10-31;91
DS;WEEKEND;PROMO;2015-11-30;63
DS;WEEKEND;PROMO;2015-12-31;35
DS;WEEKEND;PROMO;2016-01-31;95
DS;WEEKEND;PROMO;2016-02-29;38
DS;WEEKEND;PROMO;2016-03-31;14
DS;WEEKEND;PROMO;2016-04-30;20
DS;WEEKEND;PROMO;2016-05-31;14
DS;WEEKEND;PROMO;2016-06-30;24
DS;WEEKEND;PROMO;2016-07-31;26
DS;WEEKEND;PROMO;2016-08-31;18
DS;WEEKEND;PROMO;2016-09-30;50
DS;WEEKEND;PROMO;2016-10-31;69
DS;WEEKEND;PROMO;2016-11-30;41
DS;WEEKEND;PROMO;2016-12-31;33
DS;WEEKEND;PROMO;2017-01-31;23
DS;WEEKEND;PROMO;2017-02-28;16
DS;WEEKEND;PROMO;2017-03-31;8
DS;WEEKEND;PROMO;2017-04-30;16
DS;WEEKEND;PROMO;2017-05-31;11
DS;WEEKEND;PROMO;2017-06-30;7
DS;WEEKEND;PROMO;2017-08-31;20
DS;WEEKEND;PROMO;2017-09-30;24
DS;WEEKEND;PROMO;2017-10-31;26
DS;WEEKEND;PROMO;2017-11-30;17
DS;WEEKEND;PROMO;2017-12-31;26
DS;WEEKEND;PROMO;2018-01-31;10
DS;WEEKEND;PROMO;2018-02-28;14
DS;WEEKEND;PROMO;2018-03-31;10
DS;WEEKEND;PROMO;2018-04-30;10
DS;WEEKEND;PROMO;2018-05-31;6
DS;WEEKEND;PROMO;2018-06-30;11
DS;WEEKEND;PROMO;2018-08-31;16
DS;WEEKEND;PROMO;2018-09-30;24
DS;WEEKEND;PROMO;2018-10-31;16
DS;WEEKEND;PROMO;2018-11-30;22
DS;WEEKEND;PROMO;2018-12-31;10
DS;WEEKEND;PROMO;2019-01-31;12
DS;WEEKEND;PROMO;2019-02-28;12
DS;WEEKEND;PROMO;2019-03-31;10
DS;WEEKEND;PROMO;2019-05-31;13
DS;WEEKEND;PROMO;2019-06-30;7
DS;WEEKEND;PROMO;2019-07-31;7
DS;WEEKEND;PROMO;2019-08-31;8
DS;WEEKEND;PROMO;2019-09-30;8
DS;WEEKEND;PROMO;2019-11-30;7
DS;WEEKEND;PROMO;2020-01-31;9
DS;WEEKEND;PROMO;2020-03-31;11
DS;WEEKEND;PROMO;2020-04-30;18
DS;WEEKEND;PROMO;2020-05-31;15
DS;WEEKEND;STUNT;2015-08-31;7
DS;WEEKEND;STUNT;2015-09-30;8
DS;WEEKEND;STUNT;2015-10-31;14
DS;WEEKEND;STUNT;2015-11-30;6
DS;WEEKEND;STUNT;2016-01-31;11
DS;WEEKEND;STUNT;2016-05-31;6
DS;WEEKEND;STUNT;2016-09-30;8
DS;WEEKEND;STUNT;2016-11-30;6
DS;WEEKEND;STUNT;2017-03-31;10
DS;WEEKEND;STUNT;2017-08-31;7
DS;WEEKEND;STUNT;2017-09-30;12
DS;WEEKEND;STUNT;2017-12-31;6
DS;WEEKEND;STUNT;2018-05-31;7
DS;WEEKEND;STUNT;2018-09-30;11
DS;WEEKEND;STUNT;2018-10-31;6
DS;WEEKEND;STUNT;2018-11-30;11
DS;WEEKEND;STUNT;2018-12-31;6
DS;WEEKEND;STUNT;2019-01-31;6
DS;WEEKEND;STUNT;2019-02-28;6
DS;WEEKEND;STUNT;2019-03-31;10
DS;WEEKEND;STUNT;2019-05-31;7
DS;WEEKEND;STUNT;2019-08-31;10
DS;WEEKEND;STUNT;2019-09-30;9
DS;WEEKEND;STUNT;2019-10-31;13
DS;WEEKEND;STUNT;2019-11-30;7
DS;WEEKEND;STUNT;2019-12-31;6
DS;WEEKEND;STUNT;2020-01-31;8
DS;WEEKEND;STUNT;2020-02-29;6
DS;WEEKEND;STUNT;2020-03-31;11
DS;WEEKEND;STUNT;2020-04-30;35
DS;WEEKEND;STUNT;2020-05-31;21
DS;WEEKEND;STUNT;2020-06-30;7
DS;ZADI;BASE;2015-06-30;19
DS;ZADI;BASE;2015-07-31;13
DS;ZADI;BASE;2015-08-31;27
DS;ZADI;BASE;2015-09-30;36
DS;ZADI;BASE;2015-10-31;24
DS;ZADI;BASE;2015-11-30;17
DS;ZADI;BASE;2015-12-31;12
DS;ZADI;BASE;2016-01-31;42
DS;ZADI;BASE;2016-02-29;9
DS;ZADI;BASE;2016-03-31;13
DS;ZADI;BASE;2016-04-30;16
DS;ZADI;BASE;2016-05-31;25
DS;ZADI;BASE;2016-06-30;18
DS;ZADI;BASE;2016-07-31;20
DS;ZADI;BASE;2016-08-31;11
DS;ZADI;BASE;2016-09-30;39
DS;ZADI;BASE;2016-10-31;27
DS;ZADI;BASE;2016-11-30;23
DS;ZADI;BASE;2016-12-31;26
DS;ZADI;BASE;2017-01-31;29
DS;ZADI;BASE;2017-02-28;23
DS;ZADI;BASE;2017-03-31;25
DS;ZADI;BASE;2017-04-30;24
DS;ZADI;BASE;2017-05-31;20
DS;ZADI;BASE;2017-06-30;8
DS;ZADI;BASE;2017-07-31;13
DS;ZADI;BASE;2017-08-31;23
DS;ZADI;BASE;2017-09-30;30
DS;ZADI;BASE;2017-10-31;13
DS;ZADI;BASE;2017-11-30;14
DS;ZADI;BASE;2017-12-31;25
DS;ZADI;BASE;2018-01-31;18
DS;ZADI;BASE;2018-02-28;12
DS;ZADI;BASE;2018-03-31;18
DS;ZADI;BASE;2018-04-30;18
DS;ZADI;BASE;2018-05-31;8
DS;ZADI;BASE;2018-06-30;33
DS;ZADI;BASE;2018-07-31;26
DS;ZADI;BASE;2018-08-31;39
DS;ZADI;BASE;2018-09-30;38
DS;ZADI;BASE;2018-10-31;43
DS;ZADI;BASE;2018-11-30;41
DS;ZADI;BASE;2018-12-31;45
DS;ZADI;BASE;2019-01-31;31
DS;ZADI;BASE;2019-02-28;39
DS;ZADI;BASE;2019-03-31;48
DS;ZADI;BASE;2019-04-30;27
DS;ZADI;BASE;2019-05-31;35
DS;ZADI;BASE;2019-06-30;41
DS;ZADI;BASE;2019-07-31;34
DS;ZADI;BASE;2019-08-31;36
DS;ZADI;BASE;2019-09-30;28
DS;ZADI;BASE;2019-10-31;46
DS;ZADI;BASE;2019-11-30;49
DS;ZADI;BASE;2019-12-31;32
DS;ZADI;BASE;2020-01-31;116
DS;ZADI;BASE;2020-02-29;83
DS;ZADI;BASE;2020-03-31;108
DS;ZADI;BASE;2020-04-30;114
DS;ZADI;BASE;2020-05-31;99
DS;ZADI;BASE;2020-06-30;102
DS;ZADI;BASE;2020-07-31;87
DS;ZADI;BASE;2020-08-31;103
DS;ZADI;BASE;2020-09-30;97
DS;ZADI;BASE;2020-10-31;99
DS;ZADI;BASE;2020-11-30;103
DS;ZADI;BASE;2020-12-31;78
DS;ZADI;BASE;2021-01-31;128
DS;ZADI;BASE;2021-02-28;90
DS;ZADI;BASE;2021-03-31;112
DS;ZADI;BASE;2021-04-30;82
DS;ZADI;BASE;2021-05-31;68
DS;ZADI;BASE;2021-06-30;77
DS;ZADI;PROMO;2015-05-31;28
DS;ZADI;PROMO;2015-06-30;56
DS;ZADI;PROMO;2015-07-31;87
DS;ZADI;PROMO;2015-08-31;115
DS;ZADI;PROMO;2015-09-30;153
DS;ZADI;PROMO;2015-10-31;327
DS;ZADI;PROMO;2015-11-30;670
DS;ZADI;PROMO;2015-12-31;353
DS;ZADI;PROMO;2016-01-31;572
DS;ZADI;PROMO;2016-02-29;354
DS;ZADI;PROMO;2016-03-31;828
DS;ZADI;PROMO;2016-04-30;238
DS;ZADI;PROMO;2016-05-31;182
DS;ZADI;PROMO;2016-06-30;259
DS;ZADI;PROMO;2016-07-31;223
DS;ZADI;PROMO;2016-08-31;189
DS;ZADI;PROMO;2016-09-30;388
DS;ZADI;PROMO;2016-10-31;266
DS;ZADI;PROMO;2016-11-30;363
DS;ZADI;PROMO;2016-12-31;492
DS;ZADI;PROMO;2017-01-31;425
DS;ZADI;PROMO;2017-02-28;438
DS;ZADI;PROMO;2017-03-31;349
DS;ZADI;PROMO;2017-04-30;476
DS;ZADI;PROMO;2017-05-31;439
DS;ZADI;PROMO;2017-06-30;622
DS;ZADI;PROMO;2017-07-31;349
DS;ZADI;PROMO;2017-08-31;221
DS;ZADI;PROMO;2017-09-30;763
DS;ZADI;PROMO;2017-10-31;528
DS;ZADI;PROMO;2017-11-30;682
DS;ZADI;PROMO;2017-12-31;1009
DS;ZADI;PROMO;2018-01-31;750
DS;ZADI;PROMO;2018-02-28;736
DS;ZADI;PROMO;2018-03-31;806
DS;ZADI;PROMO;2018-04-30;602
DS;ZADI;PROMO;2018-05-31;576
DS;ZADI;PROMO;2018-06-30;535
DS;ZADI;PROMO;2018-07-31;129
DS;ZADI;PROMO;2018-08-31;197
DS;ZADI;PROMO;2018-09-30;673
DS;ZADI;PROMO;2018-10-31;703
DS;ZADI;PROMO;2018-11-30;599
DS;ZADI;PROMO;2018-12-31;997
DS;ZADI;PROMO;2019-01-31;982
DS;ZADI;PROMO;2019-02-28;769
DS;ZADI;PROMO;2019-03-31;608
DS;ZADI;PROMO;2019-04-30;411
DS;ZADI;PROMO;2019-05-31;502
DS;ZADI;PROMO;2019-06-30;554
DS;ZADI;PROMO;2019-07-31;197
DS;ZADI;PROMO;2019-08-31;301
DS;ZADI;PROMO;2019-09-30;515
DS;ZADI;PROMO;2019-10-31;589
DS;ZADI;PROMO;2019-11-30;641
DS;ZADI;PROMO;2019-12-31;401
DS;ZADI;PROMO;2020-01-31;710
DS;ZADI;PROMO;2020-02-29;637
DS;ZADI;PROMO;2020-03-31;686
DS;ZADI;PROMO;2020-04-30;1428
DS;ZADI;PROMO;2020-05-31;1122
DS;ZADI;PROMO;2020-06-30;1019
DS;ZADI;PROMO;2020-07-31;382
DS;ZADI;PROMO;2020-08-31;176
DS;ZADI;PROMO;2020-09-30;261
DS;ZADI;PROMO;2020-10-31;724
DS;ZADI;PROMO;2020-11-30;888
DS;ZADI;PROMO;2020-12-31;839
DS;ZADI;PROMO;2021-01-31;1014
DS;ZADI;PROMO;2021-02-28;672
DS;ZADI;PROMO;2021-03-31;676
DS;ZADI;PROMO;2021-04-30;433
DS;ZADI;PROMO;2021-05-31;455
DS;ZADI;PROMO;2021-06-30;359
