brand;packagetype;prijstype;Date;amount
DS;ZADI;STUDENTS;2015-09-30;12
DS;ZADI;STUDENTS;2015-10-31;88
DS;ZADI;STUDENTS;2015-11-30;34
DS;ZADI;STUDENTS;2015-12-31;20
DS;ZADI;STUDENTS;2016-01-31;39
DS;ZADI;STUDENTS;2016-02-29;16
DS;ZADI;STUDENTS;2016-03-31;11
DS;ZADI;STUDENTS;2016-04-30;19
DS;ZADI;STUDENTS;2016-05-31;19
DS;ZADI;STUDENTS;2016-06-30;15
DS;ZADI;STUDENTS;2016-07-31;15
DS;ZADI;STUDENTS;2016-08-31;8
DS;ZADI;STUDENTS;2016-09-30;43
DS;ZADI;STUDENTS;2016-10-31;63
DS;ZADI;STUDENTS;2016-11-30;42
DS;ZADI;STUDENTS;2016-12-31;38
DS;ZADI;STUDENTS;2017-01-31;22
DS;ZADI;STUDENTS;2017-02-28;26
DS;ZADI;STUDENTS;2017-03-31;19
DS;ZADI;STUDENTS;2017-04-30;24
DS;ZADI;STUDENTS;2017-05-31;14
DS;ZADI;STUDENTS;2017-06-30;10
DS;ZADI;STUDENTS;2017-07-31;8
DS;ZADI;STUDENTS;2017-08-31;21
DS;ZADI;STUDENTS;2017-09-30;21
DS;ZADI;STUDENTS;2017-10-31;43
DS;ZADI;STUDENTS;2017-11-30;40
DS;ZADI;STUDENTS;2017-12-31;26
DS;ZADI;STUDENTS;2018-01-31;29
DS;ZADI;STUDENTS;2018-02-28;16
DS;ZADI;STUDENTS;2018-03-31;22
DS;ZADI;STUDENTS;2018-04-30;21
DS;ZADI;STUDENTS;2018-05-31;11
DS;ZADI;STUDENTS;2018-06-30;17
DS;ZADI;STUDENTS;2018-07-31;14
DS;ZADI;STUDENTS;2018-08-31;12
DS;ZADI;STUDENTS;2018-09-30;33
DS;ZADI;STUDENTS;2018-10-31;53
DS;ZADI;STUDENTS;2018-11-30;46
DS;ZADI;STUDENTS;2018-12-31;38
DS;ZADI;STUDENTS;2019-01-31;18
DS;ZADI;STUDENTS;2019-02-28;27
DS;ZADI;STUDENTS;2019-03-31;37
DS;ZADI;STUDENTS;2019-04-30;27
DS;ZADI;STUDENTS;2019-05-31;16
DS;ZADI;STUDENTS;2019-06-30;16
DS;ZADI;STUDENTS;2019-07-31;10
DS;ZADI;STUDENTS;2019-08-31;14
DS;ZADI;STUDENTS;2019-09-30;19
DS;ZADI;STUDENTS;2019-10-31;79
DS;ZADI;STUDENTS;2019-11-30;54
DS;ZADI;STUDENTS;2019-12-31;41
DS;ZADI;STUDENTS;2020-01-31;53
DS;ZADI;STUDENTS;2020-02-29;33
DS;ZADI;STUDENTS;2020-03-31;62
DS;ZADI;STUDENTS;2020-04-30;40
DS;ZADI;STUDENTS;2020-05-31;39
DS;ZADI;STUDENTS;2020-06-30;28
DS;ZADI;STUDENTS;2020-07-31;25
DS;ZADI;STUDENTS;2020-08-31;40
DS;ZADI;STUDENTS;2020-09-30;58
DS;ZADI;STUDENTS;2020-10-31;75
DS;ZADI;STUDENTS;2020-11-30;50
DS;ZADI;STUDENTS;2020-12-31;37
DS;ZADI;STUDENTS;2021-01-31;35
DS;ZADI;STUDENTS;2021-02-28;49
DS;ZADI;STUDENTS;2021-03-31;31
DS;ZADI;STUDENTS;2021-04-30;40
DS;ZADI;STUDENTS;2021-05-31;42
DS;ZADI;STUDENTS;2021-06-30;16
DS;ZADI;STUNT;2015-05-31;8
DS;ZADI;STUNT;2015-06-30;15
DS;ZADI;STUNT;2015-07-31;11
DS;ZADI;STUNT;2015-08-31;30
DS;ZADI;STUNT;2015-09-30;46
DS;ZADI;STUNT;2015-10-31;50
DS;ZADI;STUNT;2015-11-30;25
DS;ZADI;STUNT;2015-12-31;18
DS;ZADI;STUNT;2016-01-31;61
DS;ZADI;STUNT;2016-02-29;24
DS;ZADI;STUNT;2016-03-31;40
DS;ZADI;STUNT;2016-04-30;34
DS;ZADI;STUNT;2016-05-31;30
DS;ZADI;STUNT;2016-06-30;34
DS;ZADI;STUNT;2016-07-31;27
DS;ZADI;STUNT;2016-08-31;17
DS;ZADI;STUNT;2016-09-30;40
DS;ZADI;STUNT;2016-10-31;674
DS;ZADI;STUNT;2016-11-30;251
DS;ZADI;STUNT;2016-12-31;55
DS;ZADI;STUNT;2017-01-31;27
DS;ZADI;STUNT;2017-02-28;16
DS;ZADI;STUNT;2017-03-31;26
DS;ZADI;STUNT;2017-04-30;76
DS;ZADI;STUNT;2017-05-31;28
DS;ZADI;STUNT;2017-06-30;16
DS;ZADI;STUNT;2017-07-31;1199
DS;ZADI;STUNT;2017-08-31;424
DS;ZADI;STUNT;2017-09-30;217
DS;ZADI;STUNT;2017-10-31;189
DS;ZADI;STUNT;2017-11-30;221
DS;ZADI;STUNT;2017-12-31;221
DS;ZADI;STUNT;2018-01-31;194
DS;ZADI;STUNT;2018-02-28;175
DS;ZADI;STUNT;2018-03-31;168
DS;ZADI;STUNT;2018-04-30;112
DS;ZADI;STUNT;2018-05-31;106
DS;ZADI;STUNT;2018-06-30;850
DS;ZADI;STUNT;2018-07-31;2237
DS;ZADI;STUNT;2018-08-31;1265
DS;ZADI;STUNT;2018-09-30;242
DS;ZADI;STUNT;2018-10-31;198
DS;ZADI;STUNT;2018-11-30;169
DS;ZADI;STUNT;2018-12-31;202
DS;ZADI;STUNT;2019-01-31;160
DS;ZADI;STUNT;2019-02-28;173
DS;ZADI;STUNT;2019-03-31;139
DS;ZADI;STUNT;2019-04-30;87
DS;ZADI;STUNT;2019-05-31;222
DS;ZADI;STUNT;2019-06-30;908
DS;ZADI;STUNT;2019-07-31;2828
DS;ZADI;STUNT;2019-08-31;1895
DS;ZADI;STUNT;2019-09-30;381
DS;ZADI;STUNT;2019-10-31;381
DS;ZADI;STUNT;2019-11-30;407
DS;ZADI;STUNT;2019-12-31;268
DS;ZADI;STUNT;2020-01-31;521
DS;ZADI;STUNT;2020-02-29;327
DS;ZADI;STUNT;2020-03-31;1199
DS;ZADI;STUNT;2020-04-30;1950
DS;ZADI;STUNT;2020-05-31;973
DS;ZADI;STUNT;2020-06-30;410
DS;ZADI;STUNT;2020-07-31;1729
DS;ZADI;STUNT;2020-08-31;1921
DS;ZADI;STUNT;2020-09-30;859
DS;ZADI;STUNT;2020-10-31;293
DS;ZADI;STUNT;2020-11-30;379
DS;ZADI;STUNT;2020-12-31;278
DS;ZADI;STUNT;2021-01-31;333
DS;ZADI;STUNT;2021-02-28;293
DS;ZADI;STUNT;2021-03-31;281
DS;ZADI;STUNT;2021-04-30;255
DS;ZADI;STUNT;2021-05-31;214
DS;ZADI;STUNT;2021-06-30;574
NB;DIGI;BASE;2014-01-31;16
NB;DIGI;BASE;2014-02-28;12
NB;DIGI;BASE;2014-03-31;58
NB;DIGI;BASE;2014-04-30;54
NB;DIGI;BASE;2014-05-31;20
NB;DIGI;BASE;2014-06-30;9
NB;DIGI;BASE;2014-07-31;13
NB;DIGI;BASE;2014-08-31;14
NB;DIGI;BASE;2014-09-30;11
NB;DIGI;BASE;2014-10-31;17
NB;DIGI;BASE;2014-11-30;9
NB;DIGI;BASE;2014-12-31;12
NB;DIGI;BASE;2015-01-31;14
NB;DIGI;BASE;2015-02-28;7
NB;DIGI;BASE;2015-03-31;15
NB;DIGI;BASE;2015-04-30;10
NB;DIGI;BASE;2015-05-31;11
NB;DIGI;BASE;2015-06-30;8
NB;DIGI;BASE;2015-07-31;11
NB;DIGI;BASE;2015-08-31;12
NB;DIGI;BASE;2015-09-30;6
NB;DIGI;BASE;2015-10-31;8
NB;DIGI;BASE;2016-01-31;6
NB;DIGI;BASE;2016-02-29;8
NB;DIGI;BASE;2016-03-31;7
NB;DIGI;BASE;2016-04-30;16
NB;DIGI;BASE;2016-06-30;14
NB;DIGI;BASE;2016-09-30;6
NB;DIGI;BASE;2016-11-30;9
NB;DIGI;BASE;2017-03-31;7
NB;DIGI;BASE;2017-06-30;7
NB;DIGI;BASE;2017-07-31;9
NB;DIGI;BASE;2017-08-31;15
NB;DIGI;BASE;2017-09-30;6
NB;DIGI;BASE;2017-10-31;7
NB;DIGI;BASE;2017-12-31;7
NB;DIGI;BASE;2018-01-31;20
NB;DIGI;BASE;2018-02-28;10
NB;DIGI;BASE;2018-03-31;9
NB;DIGI;BASE;2018-04-30;9
NB;DIGI;BASE;2018-05-31;12
NB;DIGI;BASE;2018-06-30;17
NB;DIGI;BASE;2018-07-31;16
NB;DIGI;BASE;2018-08-31;7
NB;DIGI;BASE;2018-09-30;14
NB;DIGI;BASE;2018-10-31;8
NB;DIGI;BASE;2018-11-30;15
NB;DIGI;BASE;2018-12-31;7
NB;DIGI;BASE;2019-03-31;13
NB;DIGI;BASE;2019-04-30;9
NB;DIGI;BASE;2019-05-31;8
NB;DIGI;BASE;2019-06-30;9
NB;DIGI;BASE;2019-07-31;15
NB;DIGI;BASE;2019-08-31;7
NB;DIGI;BASE;2019-10-31;7
NB;DIGI;BASE;2019-12-31;16
NB;DIGI;BASE;2020-01-31;19
NB;DIGI;BASE;2020-02-29;23
NB;DIGI;BASE;2020-03-31;42
NB;DIGI;BASE;2020-04-30;59
NB;DIGI;BASE;2020-05-31;30
NB;DIGI;BASE;2020-06-30;47
NB;DIGI;BASE;2020-07-31;37
NB;DIGI;BASE;2020-08-31;40
NB;DIGI;BASE;2020-09-30;33
NB;DIGI;BASE;2020-10-31;32
NB;DIGI;BASE;2020-11-30;42
NB;DIGI;BASE;2020-12-31;32
NB;DIGI;BASE;2021-01-31;42
NB;DIGI;BASE;2021-02-28;64
NB;DIGI;BASE;2021-03-31;58
NB;DIGI;BASE;2021-04-30;47
NB;DIGI;BASE;2021-05-31;36
NB;DIGI;BASE;2021-06-30;33
NB;DIGI;PROMO;2013-06-30;13
NB;DIGI;PROMO;2013-07-31;49
NB;DIGI;PROMO;2013-08-31;16
NB;DIGI;PROMO;2013-09-30;65
NB;DIGI;PROMO;2013-10-31;19
NB;DIGI;PROMO;2013-11-30;247
NB;DIGI;PROMO;2013-12-31;395
NB;DIGI;PROMO;2014-01-31;401
NB;DIGI;PROMO;2014-02-28;167
NB;DIGI;PROMO;2014-03-31;177
NB;DIGI;PROMO;2014-04-30;94
NB;DIGI;PROMO;2014-05-31;497
NB;DIGI;PROMO;2014-06-30;197
NB;DIGI;PROMO;2014-07-31;260
NB;DIGI;PROMO;2014-08-31;162
NB;DIGI;PROMO;2014-09-30;1356
NB;DIGI;PROMO;2014-10-31;634
NB;DIGI;PROMO;2014-11-30;301
NB;DIGI;PROMO;2014-12-31;137
NB;DIGI;PROMO;2015-01-31;190
NB;DIGI;PROMO;2015-02-28;1376
NB;DIGI;PROMO;2015-03-31;614
NB;DIGI;PROMO;2015-04-30;371
NB;DIGI;PROMO;2015-05-31;95
NB;DIGI;PROMO;2015-06-30;146
NB;DIGI;PROMO;2015-07-31;159
NB;DIGI;PROMO;2015-08-31;96
NB;DIGI;PROMO;2015-09-30;319
NB;DIGI;PROMO;2015-10-31;145
NB;DIGI;PROMO;2015-11-30;61
NB;DIGI;PROMO;2015-12-31;86
NB;DIGI;PROMO;2016-01-31;132
NB;DIGI;PROMO;2016-02-29;88
NB;DIGI;PROMO;2016-03-31;88
NB;DIGI;PROMO;2016-04-30;160
NB;DIGI;PROMO;2016-05-31;108
NB;DIGI;PROMO;2016-06-30;117
NB;DIGI;PROMO;2016-07-31;111
NB;DIGI;PROMO;2016-08-31;60
NB;DIGI;PROMO;2016-09-30;241
NB;DIGI;PROMO;2016-10-31;161
NB;DIGI;PROMO;2016-11-30;75
NB;DIGI;PROMO;2016-12-31;123
NB;DIGI;PROMO;2017-01-31;46
NB;DIGI;PROMO;2017-02-28;37
NB;DIGI;PROMO;2017-03-31;58
NB;DIGI;PROMO;2017-04-30;51
NB;DIGI;PROMO;2017-05-31;41
NB;DIGI;PROMO;2017-06-30;56
NB;DIGI;PROMO;2017-07-31;41
NB;DIGI;PROMO;2017-08-31;53
NB;DIGI;PROMO;2017-09-30;27
NB;DIGI;PROMO;2017-10-31;23
NB;DIGI;PROMO;2017-11-30;60
NB;DIGI;PROMO;2017-12-31;43
NB;DIGI;PROMO;2018-01-31;81
NB;DIGI;PROMO;2018-02-28;80
NB;DIGI;PROMO;2018-03-31;81
NB;DIGI;PROMO;2018-04-30;90
NB;DIGI;PROMO;2018-05-31;70
NB;DIGI;PROMO;2018-06-30;19
NB;DIGI;PROMO;2018-07-31;22
NB;DIGI;PROMO;2018-08-31;18
NB;DIGI;PROMO;2018-09-30;15
NB;DIGI;PROMO;2018-10-31;24
NB;DIGI;PROMO;2018-11-30;17
NB;DIGI;PROMO;2018-12-31;17
NB;DIGI;PROMO;2019-01-31;10
NB;DIGI;PROMO;2019-02-28;10
NB;DIGI;PROMO;2019-03-31;19
NB;DIGI;PROMO;2019-04-30;19
NB;DIGI;PROMO;2019-05-31;19
NB;DIGI;PROMO;2019-06-30;11
NB;DIGI;PROMO;2019-07-31;37
NB;DIGI;PROMO;2019-08-31;20
NB;DIGI;PROMO;2019-09-30;17
NB;DIGI;PROMO;2019-10-31;15
NB;DIGI;PROMO;2019-11-30;10
NB;DIGI;PROMO;2019-12-31;9
NB;DIGI;PROMO;2020-01-31;14
NB;DIGI;PROMO;2020-02-29;21
NB;DIGI;PROMO;2020-03-31;43
NB;DIGI;PROMO;2020-04-30;84
NB;DIGI;PROMO;2020-05-31;39
NB;DIGI;PROMO;2020-06-30;37
NB;DIGI;PROMO;2020-07-31;44
NB;DIGI;PROMO;2020-08-31;69
NB;DIGI;PROMO;2020-09-30;44
NB;DIGI;PROMO;2020-10-31;52
NB;DIGI;PROMO;2020-11-30;61
NB;DIGI;PROMO;2020-12-31;38
NB;DIGI;PROMO;2021-01-31;57
NB;DIGI;PROMO;2021-02-28;65
NB;DIGI;PROMO;2021-03-31;68
NB;DIGI;PROMO;2021-04-30;32
NB;DIGI;PROMO;2021-05-31;49
NB;DIGI;PROMO;2021-06-30;63
NB;DIGI;STUDENTS;2013-11-30;64
NB;DIGI;STUDENTS;2013-12-31;43
NB;DIGI;STUDENTS;2014-09-30;32
NB;DIGI;STUDENTS;2014-10-31;9
NB;DIGI;STUDENTS;2018-10-31;6
NB;DIGI;STUDENTS;2021-03-31;8
NB;DIGI;STUNT;2014-06-30;40
NB;DIGI;STUNT;2014-07-31;128
NB;DIGI;STUNT;2015-05-31;24
NB;DIGI;STUNT;2015-06-30;25
NB;DIGI;STUNT;2015-07-31;50
NB;DIGI;STUNT;2015-08-31;34
NB;DIGI;STUNT;2015-09-30;52
NB;DIGI;STUNT;2015-10-31;42
NB;DIGI;STUNT;2015-11-30;63
NB;DIGI;STUNT;2015-12-31;23
NB;DIGI;STUNT;2016-01-31;112
NB;DIGI;STUNT;2016-02-29;33
NB;DIGI;STUNT;2016-03-31;65
NB;DIGI;STUNT;2016-04-30;41
NB;DIGI;STUNT;2016-05-31;53
NB;DIGI;STUNT;2016-06-30;50
NB;DIGI;STUNT;2016-07-31;7
NB;DIGI;STUNT;2016-09-30;11
NB;DIGI;STUNT;2016-10-31;11
NB;DIGI;STUNT;2016-11-30;21
NB;DIGI;STUNT;2016-12-31;18
NB;DIGI;STUNT;2017-01-31;6
NB;DIGI;STUNT;2017-02-28;10
NB;DIGI;STUNT;2017-03-31;16
NB;DIGI;STUNT;2017-04-30;20
NB;DIGI;STUNT;2017-05-31;25
NB;DIGI;STUNT;2017-06-30;22
NB;DIGI;STUNT;2017-07-31;60
NB;DIGI;STUNT;2017-08-31;24
NB;DIGI;STUNT;2017-09-30;28
NB;DIGI;STUNT;2017-10-31;24
NB;DIGI;STUNT;2017-11-30;34
NB;DIGI;STUNT;2017-12-31;27
NB;DIGI;STUNT;2018-01-31;21
NB;DIGI;STUNT;2018-02-28;18
NB;DIGI;STUNT;2018-03-31;24
NB;DIGI;STUNT;2018-04-30;28
NB;DIGI;STUNT;2018-05-31;10
NB;DIGI;STUNT;2018-06-30;6
NB;DIGI;STUNT;2018-07-31;8
NB;DIGI;STUNT;2018-08-31;15
NB;DIGI;STUNT;2018-11-30;6
NB;DIGI;STUNT;2019-02-28;6
NB;DIGI;STUNT;2019-04-30;9
NB;DIGI;STUNT;2019-05-31;6
NB;DIGI;STUNT;2019-06-30;13
NB;FULL;BASE;2013-03-31;17
NB;FULL;BASE;2013-05-31;13
NB;FULL;BASE;2013-06-30;6
NB;FULL;BASE;2013-07-31;20
NB;FULL;BASE;2013-08-31;19
NB;FULL;BASE;2013-09-30;34
NB;FULL;BASE;2013-10-31;21
NB;FULL;BASE;2013-11-30;632
NB;FULL;BASE;2013-12-31;517
NB;FULL;BASE;2014-01-31;105
NB;FULL;BASE;2014-02-28;56
NB;FULL;BASE;2014-03-31;49
NB;FULL;BASE;2014-04-30;28
NB;FULL;BASE;2014-05-31;42
NB;FULL;BASE;2014-06-30;58
NB;FULL;BASE;2014-07-31;53
NB;FULL;BASE;2014-08-31;52
NB;FULL;BASE;2014-09-30;54
NB;FULL;BASE;2014-10-31;73
NB;FULL;BASE;2014-11-30;55
NB;FULL;BASE;2014-12-31;34
NB;FULL;BASE;2015-01-31;70
NB;FULL;BASE;2015-02-28;51
NB;FULL;BASE;2015-03-31;77
NB;FULL;BASE;2015-04-30;32
NB;FULL;BASE;2015-05-31;34
NB;FULL;BASE;2015-06-30;36
NB;FULL;BASE;2015-07-31;36
NB;FULL;BASE;2015-08-31;24
NB;FULL;BASE;2015-09-30;32
NB;FULL;BASE;2015-10-31;50
NB;FULL;BASE;2015-11-30;29
NB;FULL;BASE;2015-12-31;20
NB;FULL;BASE;2016-01-31;67
NB;FULL;BASE;2016-02-29;26
NB;FULL;BASE;2016-03-31;26
NB;FULL;BASE;2016-04-30;13
NB;FULL;BASE;2016-05-31;35
NB;FULL;BASE;2016-06-30;38
NB;FULL;BASE;2016-07-31;17
NB;FULL;BASE;2016-08-31;21
NB;FULL;BASE;2016-09-30;19
NB;FULL;BASE;2016-10-31;34
NB;FULL;BASE;2016-11-30;34
NB;FULL;BASE;2016-12-31;48
NB;FULL;BASE;2017-01-31;44
NB;FULL;BASE;2017-02-28;28
NB;FULL;BASE;2017-03-31;42
NB;FULL;BASE;2017-04-30;23
NB;FULL;BASE;2017-05-31;21
NB;FULL;BASE;2017-06-30;35
NB;FULL;BASE;2017-07-31;25
NB;FULL;BASE;2017-08-31;22
NB;FULL;BASE;2017-09-30;23
NB;FULL;BASE;2017-10-31;26
NB;FULL;BASE;2017-11-30;36
NB;FULL;BASE;2017-12-31;20
NB;FULL;BASE;2018-01-31;42
NB;FULL;BASE;2018-02-28;28
NB;FULL;BASE;2018-03-31;41
NB;FULL;BASE;2018-04-30;112
NB;FULL;BASE;2018-05-31;156
NB;FULL;BASE;2018-06-30;191
NB;FULL;BASE;2018-07-31;180
NB;FULL;BASE;2018-08-31;174
NB;FULL;BASE;2018-09-30;185
NB;FULL;BASE;2018-10-31;255
NB;FULL;BASE;2018-11-30;162
NB;FULL;BASE;2018-12-31;141
NB;FULL;BASE;2019-01-31;172
NB;FULL;BASE;2019-02-28;110
NB;FULL;BASE;2019-03-31;106
NB;FULL;BASE;2019-04-30;92
NB;FULL;BASE;2019-05-31;56
NB;FULL;BASE;2019-06-30;63
NB;FULL;BASE;2019-07-31;74
NB;FULL;BASE;2019-08-31;75
NB;FULL;BASE;2019-09-30;100
NB;FULL;BASE;2019-10-31;89
NB;FULL;BASE;2019-11-30;68
NB;FULL;BASE;2019-12-31;56
NB;FULL;BASE;2020-01-31;145
NB;FULL;BASE;2020-02-29;152
NB;FULL;BASE;2020-03-31;187
NB;FULL;BASE;2020-04-30;192
NB;FULL;BASE;2020-05-31;154
NB;FULL;BASE;2020-06-30;139
NB;FULL;BASE;2020-07-31;136
NB;FULL;BASE;2020-08-31;149
NB;FULL;BASE;2020-09-30;190
NB;FULL;BASE;2020-10-31;210
NB;FULL;BASE;2020-11-30;171
NB;FULL;BASE;2020-12-31;155
NB;FULL;BASE;2021-01-31;226
NB;FULL;BASE;2021-02-28;224
NB;FULL;BASE;2021-03-31;227
NB;FULL;BASE;2021-04-30;163
NB;FULL;BASE;2021-05-31;157
NB;FULL;BASE;2021-06-30;164
NB;FULL;PROMO;2012-11-30;10
NB;FULL;PROMO;2012-12-31;173
NB;FULL;PROMO;2013-01-31;138
NB;FULL;PROMO;2013-02-28;459
NB;FULL;PROMO;2013-03-31;408
NB;FULL;PROMO;2013-04-30;265
NB;FULL;PROMO;2013-05-31;322
NB;FULL;PROMO;2013-06-30;411
NB;FULL;PROMO;2013-07-31;563
NB;FULL;PROMO;2013-08-31;733
NB;FULL;PROMO;2013-09-30;785
NB;FULL;PROMO;2013-10-31;834
NB;FULL;PROMO;2013-11-30;1923
NB;FULL;PROMO;2013-12-31;2010
NB;FULL;PROMO;2014-01-31;1537
NB;FULL;PROMO;2014-02-28;869
NB;FULL;PROMO;2014-03-31;1257
NB;FULL;PROMO;2014-04-30;1092
NB;FULL;PROMO;2014-05-31;1350
NB;FULL;PROMO;2014-06-30;1612
NB;FULL;PROMO;2014-07-31;1347
NB;FULL;PROMO;2014-08-31;780
NB;FULL;PROMO;2014-09-30;2675
NB;FULL;PROMO;2014-10-31;2283
NB;FULL;PROMO;2014-11-30;1397
NB;FULL;PROMO;2014-12-31;943
NB;FULL;PROMO;2015-01-31;2045
NB;FULL;PROMO;2015-02-28;3016
NB;FULL;PROMO;2015-03-31;1801
NB;FULL;PROMO;2015-04-30;1308
NB;FULL;PROMO;2015-05-31;773
NB;FULL;PROMO;2015-06-30;1086
NB;FULL;PROMO;2015-07-31;1181
NB;FULL;PROMO;2015-08-31;810
NB;FULL;PROMO;2015-09-30;1778
NB;FULL;PROMO;2015-10-31;1527
NB;FULL;PROMO;2015-11-30;1699
NB;FULL;PROMO;2015-12-31;1251
NB;FULL;PROMO;2016-01-31;1355
NB;FULL;PROMO;2016-02-29;1382
NB;FULL;PROMO;2016-03-31;1017
NB;FULL;PROMO;2016-04-30;1296
NB;FULL;PROMO;2016-05-31;1060
NB;FULL;PROMO;2016-06-30;1460
NB;FULL;PROMO;2016-07-31;1024
NB;FULL;PROMO;2016-08-31;853
NB;FULL;PROMO;2016-09-30;1333
NB;FULL;PROMO;2016-10-31;2624
NB;FULL;PROMO;2016-11-30;1543
NB;FULL;PROMO;2016-12-31;1738
NB;FULL;PROMO;2017-01-31;1273
NB;FULL;PROMO;2017-02-28;773
NB;FULL;PROMO;2017-03-31;1144
NB;FULL;PROMO;2017-04-30;802
NB;FULL;PROMO;2017-05-31;763
NB;FULL;PROMO;2017-06-30;934
NB;FULL;PROMO;2017-07-31;598
NB;FULL;PROMO;2017-08-31;632
NB;FULL;PROMO;2017-09-30;1129
NB;FULL;PROMO;2017-10-31;1183
NB;FULL;PROMO;2017-11-30;1201
NB;FULL;PROMO;2017-12-31;926
NB;FULL;PROMO;2018-01-31;1118
NB;FULL;PROMO;2018-02-28;815
NB;FULL;PROMO;2018-03-31;855
NB;FULL;PROMO;2018-04-30;950
NB;FULL;PROMO;2018-05-31;739
NB;FULL;PROMO;2018-06-30;882
NB;FULL;PROMO;2018-07-31;606
NB;FULL;PROMO;2018-08-31;527
NB;FULL;PROMO;2018-09-30;982
NB;FULL;PROMO;2018-10-31;1503
NB;FULL;PROMO;2018-11-30;992
NB;FULL;PROMO;2018-12-31;1225
NB;FULL;PROMO;2019-01-31;1477
NB;FULL;PROMO;2019-02-28;1559
NB;FULL;PROMO;2019-03-31;1025
NB;FULL;PROMO;2019-04-30;973
NB;FULL;PROMO;2019-05-31;1007
NB;FULL;PROMO;2019-06-30;797
NB;FULL;PROMO;2019-07-31;995
NB;FULL;PROMO;2019-08-31;775
NB;FULL;PROMO;2019-09-30;1047
NB;FULL;PROMO;2019-10-31;1191
NB;FULL;PROMO;2019-11-30;832
NB;FULL;PROMO;2019-12-31;748
NB;FULL;PROMO;2020-01-31;1366
NB;FULL;PROMO;2020-02-29;790
NB;FULL;PROMO;2020-03-31;1066
NB;FULL;PROMO;2020-04-30;1484
NB;FULL;PROMO;2020-05-31;980
NB;FULL;PROMO;2020-06-30;753
NB;FULL;PROMO;2020-07-31;630
NB;FULL;PROMO;2020-08-31;666
NB;FULL;PROMO;2020-09-30;720
NB;FULL;PROMO;2020-10-31;604
